,review,target
2086,"I love the overall look and feel of the dress. my only complaint is that it was shorter and lower cut in person than it looked on the model and i'm not tall. i ordered a small and i'm 5""4 130 lbs bottom heavy. the skirt is perfectly flowy and hides my problem areas really well; however, i will need to wear a camisole with it to hide cleavage that will show otherwise.",1
2087,I love tiny button down tops. this one didn't work at all for me. i was excited about the mix prints but on it looked like i was wearing a vest over a striped shirt. also the arm was frayed on the shirt i tried on.,0
2088,Purchased this in two colors online. purchased in an xs - i am usually a s or xs. the fit was really large in the xs and the seam on the front of the top was in the wrong place and was really unflattering. returning both.,0
2089,"This dress is gorgeous as displayed at store. color is vibrant, but the one i ordered looked dull and wrinkles very easily. i wore it to a ceremony and the seatbelt left me wrinkled before i arrived. the top is very wide and best to wear strapless.",0
2090,True to size on the neckline and arms but extremely large and puffy in the torso. very unflattering cut!,0
2091,"I love the print on this. it's a super cute sweater, but i didn't think it worked so much for a 56 yr. old with a thickish middle. the med. was a bit snug but expect the large would've been too big (5'3"", 150 lbs). a great statement piece for anyone with the figure to carry it.",1
2092,"This was so ridiculous on me. i'm 5'8"" 120 usually a 2/xs. so i ordered the xs. the inseam of the shorts are so short they barely cover my bum. and i mean barely. the romper itself was so wide that two of me could have fit in it.  love the colors, fabric, and the non-elasticized waist. if you are under 5'5"" this might work for you in non-petite sizing.",0
2093,This is super cute and the colors are so vibrant and its thin enough to wear with tanks for the summer but it already had a hole forming in the upper back shoulder.  i guess the material was a little too thin....$98 is a little too much money for something that gets holes so easily!,0
2094,"I have been looking for a nice, white tunic and i should have known when i saw this was one size fits all. maybe because i am petite (5'2"") but there was so much material hanging everywhere that it made me look even shorter and fat. who wants that? so sending it back.",0
2095,"I really wanted to love this dress. i love the colors and the design of the dress. unfortunately, i have to agree with one of the other reviewers that this dress makes you look pregnant. it's so voluminous that it's not flattering at all. also agree that the lining is scratchy.",0
2096,"Whatever happened to sizing! pretty print and color but has enough fabric for 2 tops. it is also unlined which is not a huge issue. i wore it with a cami. the arms weren't too gaping for me, thankfully. i tried to make it work with a wide belt but i will have to get it tucked on the sides. i am 140 lbs and got the small. should have gone 1 or even 2 sizes smaller.",0
2097,This was so large on me that it looked awful. huge armholes and a baggy mess. material was nice and i loved the design. not sure a smaller size would even help.,0
2098,This shirt is really quite cute. it can be dressed up or down depending on the occasion. it's also forgiving and quite flattering. my only concern is that it is a bit see through in certain lighting but it is very subtle. i definitely would recommend.,1
2099,"This dress is very flattering, comfortable and made me feel pretty!",1
2100,"This dress is more beautiful in person than it is online. during the fall/winter i love to wear dresses with tights and pair them with boots. this dress is so cute, the material is pretty thin, but lined and flowey, i am 5'9 34 b bra 27 inch waist and a size 2 was great. the dress itself is pretty shapeless but string around the waist is adjustable to make it fit you the right way (giving it some shape) the v neckline is definitely more attractive in person than in the pictures, and the stitchin",1
2101,This dress has a great shape and fabric - but the v neckline is too deep/low and the arm holes are also cut too low. would loved to have been able to keep it but had to return.,0
